totalReports,numDistinctUsers,lastReportedAt,isWhitelisted,isTor,abuseConfidenceScore,abuseConfidenceClass,countryCode,usageType,domain,isp
227,675,1740466386.0,False,False,24.0,1.0,17.0,2.0,179.0,174.0
150,671,1738882392.0,True,False,2.0,1.0,127.0,3.0,11.0,76.0
1649,384,1737629063.0,False,False,44.0,1.0,66.0,2.0,9.0,234.0
967,579,1742850557.0,False,False,36.0,1.0,143.0,4.0,181.0,164.0
1243,72,1742175538.0,False,False,27.0,1.0,141.0,3.0,42.0,151.0
994,513,1739115631.0,True,True,23.0,1.0,39.0,4.0,21.0,230.0
1002,677,1736035940.0,False,False,40.0,1.0,26.0,2.0,17.0,240.0
1656,458,1738338856.0,True,True,24.0,1.0,6.0,0.0,122.0,12.0
1649,437,1741916839.0,False,True,66.0,1.0,125.0,1.0,117.0,99.0
837,877,1739637412.0,False,True,63.0,1.0,63.0,3.0,165.0,188.0
692,436,1741585680.0,False,False,26.0,1.0,55.0,4.0,121.0,210.0
1493,430,1743332207.0,True,True,24.0,1.0,52.0,0.0,62.0,26.0
1013,331,1742476391.0,True,False,3.0,1.0,32.0,0.0,72.0,29.0
365,922,1738867798.0,False,True,54.0,1.0,78.0,3.0,67.0,56.0
1017,689,1738908463.0,True,False,4.0,1.0,23.0,3.0,87.0,59.0
1357,175,1741237225.0,False,False,32.0,1.0,47.0,0.0,3.0,50.0
1166,606,1742316879.0,False,False,41.0,1.0,125.0,1.0,48.0,184.0
897,966,1742554729.0,False,False,46.0,1.0,122.0,1.0,6.0,208.0
1838,658,1741139331.0,False,False,56.0,1.0,19.0,4.0,9.0,13.0
1873,470,1736945751.0,True,True,25.0,1.0,135.0,1.0,87.0,83.0
136,468,1739824917.0,False,False,16.0,1.0,98.0,0.0,35.0,186.0
1139,198,1735980343.0,True,False,2.0,1.0,8.0,0.0,83.0,193.0
1018,473,1736728830.0,False,True,54.0,1.0,7.0,2.0,202.0,68.0
613,921,1739883323.0,False,False,39.0,1.0,20.0,0.0,104.0,181.0
1832,388,1740620592.0,False,False,48.0,1.0,50.0,1.0,158.0,3.0
1411,11,1738454773.0,False,False,28.0,1.0,57.0,4.0,189.0,10.0
1938,627,1742965375.0,False,False,57.0,1.0,115.0,2.0,109.0,211.0
1023,373,1736511719.0,True,False,3.0,1.0,138.0,1.0,43.0,6.0
60,81,1743003040.0,True,True,20.0,1.0,6.0,4.0,100.0,133.0
1062,436,1742758504.0,False,False,34.0,1.0,129.0,1.0,215.0,96.0
1495,647,1739363356.0,True,True,24.0,1.0,43.0,2.0,235.0,84.0
1329,179,1736506242.0,True,False,3.0,1.0,140.0,0.0,206.0,21.0
1330,214,1740081797.0,False,True,53.0,1.0,25.0,2.0,12.0,225.0
1759,834,1743307138.0,False,True,80.0,1.0,85.0,0.0,63.0,34.0
788,346,1739502790.0,False,True,46.0,1.0,122.0,2.0,96.0,179.0
1440,481,1735798544.0,False,False,43.0,1.0,97.0,3.0,213.0,116.0
1802,204,1741730098.0,True,False,4.0,1.0,51.0,1.0,125.0,119.0
823,679,1736879063.0,True,True,23.0,1.0,102.0,1.0,95.0,233.0
1646,662,1739108949.0,True,False,5.0,1.0,134.0,3.0,94.0,113.0
1438,284,1742975715.0,True,False,3.0,1.0,64.0,0.0,88.0,127.0
1379,16,1741162503.0,False,True,48.0,1.0,2.0,1.0,56.0,70.0
1655,914,1736964675.0,False,False,60.0,1.0,107.0,3.0,233.0,22.0
429,988,1736297504.0,False,True,58.0,1.0,35.0,1.0,139.0,168.0
1215,575,1739608172.0,False,False,41.0,1.0,84.0,4.0,229.0,250.0
992,625,1742225709.0,True,True,23.0,1.0,98.0,0.0,224.0,236.0
834,863,1737892972.0,True,False,4.0,1.0,81.0,1.0,186.0,183.0
1034,859,1738509857.0,False,False,46.0,1.0,64.0,1.0,64.0,47.0
1864,582,1740898078.0,True,True,25.0,1.0,34.0,0.0,101.0,138.0
1983,608,1741480627.0,True,True,25.0,1.0,50.0,3.0,75.0,43.0
576,779,1739004131.0,False,False,34.0,1.0,80.0,3.0,183.0,79.0
380,187,1741121024.0,True,True,21.0,1.0,23.0,3.0,230.0,67.0
945,251,1736343533.0,False,True,46.0,1.0,20.0,1.0,120.0,19.0
1944,212,1742814925.0,True,True,24.0,1.0,93.0,2.0,98.0,89.0
670,552,1738426007.0,True,True,22.0,1.0,21.0,1.0,10.0,65.0
1464,810,1742819757.0,False,True,73.0,1.0,87.0,2.0,138.0,0.0
978,471,1741326720.0,False,False,33.0,1.0,82.0,4.0,173.0,18.0
1342,89,1742878484.0,False,True,49.0,1.0,138.0,1.0,161.0,48.0
1170,532,1740146148.0,True,True,23.0,1.0,60.0,1.0,98.0,8.0
211,426,1738857549.0,False,True,37.0,1.0,10.0,1.0,231.0,139.0
1469,775,1738326146.0,True,True,25.0,1.0,144.0,3.0,236.0,242.0
322,393,1740927772.0,False,False,18.0,1.0,105.0,3.0,40.0,61.0
126,400,1741698838.0,True,True,21.0,1.0,120.0,2.0,34.0,108.0
1699,905,1743114175.0,False,False,61.0,1.0,30.0,2.0,212.0,58.0
946,808,1742040124.0,False,False,43.0,1.0,92.0,1.0,33.0,2.0
1836,697,1739763000.0,True,True,25.0,1.0,17.0,2.0,179.0,174.0
584,135,1742987879.0,True,True,21.0,1.0,127.0,3.0,11.0,76.0
253,503,1740208171.0,False,False,20.0,1.0,66.0,2.0,9.0,234.0
546,56,1735970943.0,True,False,1.0,1.0,143.0,4.0,181.0,164.0
1635,727,1740849425.0,False,False,54.0,1.0,141.0,3.0,42.0,151.0
84,485,1736243754.0,True,True,21.0,1.0,39.0,4.0,21.0,230.0
1839,958,1737639195.0,True,False,6.0,1.0,26.0,2.0,17.0,240.0
395,628,1740964362.0,False,True,46.0,1.0,6.0,0.0,122.0,12.0
1936,473,1741410959.0,False,False,52.0,1.0,125.0,1.0,117.0,99.0
1243,796,1743395113.0,True,False,4.0,1.0,63.0,3.0,165.0,188.0
484,858,1738080509.0,True,True,23.0,1.0,55.0,4.0,121.0,210.0
427,132,1737578093.0,True,True,21.0,1.0,52.0,0.0,62.0,26.0
356,483,1741934130.0,True,False,2.0,1.0,32.0,0.0,72.0,29.0
1562,143,1736427956.0,False,True,55.0,1.0,78.0,3.0,67.0,56.0
649,628,1739310216.0,False,True,51.0,1.0,23.0,3.0,87.0,59.0
948,826,1736495600.0,True,False,4.0,1.0,47.0,0.0,3.0,50.0
964,850,1742048243.0,False,True,64.0,1.0,125.0,1.0,48.0,184.0
885,571,1740986062.0,True,True,23.0,1.0,122.0,1.0,6.0,208.0
772,858,1741574464.0,True,False,4.0,1.0,19.0,4.0,9.0,13.0
1212,616,1742989525.0,True,False,4.0,1.0,135.0,1.0,87.0,83.0
1215,789,1736512915.0,False,True,67.0,1.0,98.0,0.0,35.0,186.0
673,32,1739391645.0,True,True,21.0,1.0,8.0,0.0,83.0,193.0
34,575,1737065368.0,False,True,37.0,1.0,7.0,2.0,202.0,68.0
1213,895,1741491503.0,False,False,51.0,1.0,20.0,0.0,104.0,181.0
719,775,1738181903.0,True,False,3.0,1.0,50.0,1.0,158.0,3.0
1534,974,1743248270.0,False,True,79.0,1.0,57.0,4.0,189.0,10.0
1889,244,1735912627.0,True,True,24.0,1.0,115.0,2.0,109.0,211.0
1194,68,1736055600.0,True,True,22.0,1.0,138.0,1.0,43.0,6.0
186,173,1738390851.0,False,False,8.0,1.0,6.0,4.0,100.0,133.0
294,780,1742348335.0,True,False,2.0,1.0,129.0,1.0,215.0,96.0
72,835,1736140562.0,False,True,46.0,1.0,43.0,2.0,235.0,84.0
1012,225,1738130747.0,False,True,46.0,1.0,140.0,0.0,206.0,21.0
671,192,1738676808.0,False,True,39.0,1.0,25.0,2.0,12.0,225.0
675,578,1738814194.0,True,True,23.0,1.0,85.0,0.0,63.0,34.0
165,666,1739282662.0,False,False,23.0,1.0,122.0,2.0,96.0,179.0
1915,944,1736890927.0,True,True,26.0,1.0,97.0,3.0,213.0,116.0
1502,99,1737718276.0,True,True,23.0,1.0,51.0,1.0,125.0,119.0
1082,973,1740125546.0,False,False,50.0,1.0,102.0,1.0,95.0,233.0
976,320,1739126340.0,False,True,49.0,1.0,134.0,3.0,94.0,113.0
858,566,1740417148.0,True,True,23.0,1.0,64.0,0.0,88.0,127.0
1117,981,1741389156.0,False,True,71.0,1.0,2.0,1.0,56.0,70.0
1394,266,1742317935.0,False,True,55.0,1.0,107.0,3.0,233.0,22.0
698,542,1737180226.0,False,True,50.0,1.0,35.0,1.0,139.0,168.0
157,988,1737095726.0,True,True,23.0,1.0,84.0,4.0,229.0,250.0
1663,542,1737138388.0,False,False,49.0,1.0,98.0,0.0,224.0,236.0
351,61,1736332234.0,True,True,20.0,1.0,81.0,1.0,186.0,183.0
485,347,1740782587.0,True,False,2.0,1.0,64.0,1.0,64.0,47.0
1096,180,1742974932.0,False,False,27.0,1.0,34.0,0.0,101.0,138.0
1734,957,1738878814.0,False,False,63.0,1.0,50.0,3.0,75.0,43.0
1393,76,1740868307.0,True,False,3.0,1.0,80.0,3.0,183.0,79.0
570,634,1741400348.0,True,True,23.0,1.0,23.0,3.0,230.0,67.0
336,309,1737690026.0,False,True,35.0,1.0,20.0,1.0,120.0,19.0
1802,681,1739844535.0,True,True,25.0,1.0,93.0,2.0,98.0,89.0
1769,787,1743327164.0,False,True,78.0,1.0,21.0,1.0,10.0,65.0
1174,841,1740561676.0,True,False,4.0,1.0,87.0,2.0,138.0,0.0
999,241,1736870358.0,False,False,27.0,1.0,82.0,4.0,173.0,18.0
224,984,1737617537.0,True,False,3.0,1.0,138.0,1.0,161.0,48.0
444,846,1739538205.0,False,True,54.0,1.0,60.0,1.0,98.0,8.0
1924,77,1741020931.0,False,False,40.0,1.0,10.0,1.0,231.0,139.0
961,515,1737800316.0,True,True,23.0,1.0,144.0,3.0,236.0,242.0
732,37,1739524956.0,False,False,15.0,1.0,105.0,3.0,40.0,61.0
1351,958,1737811635.0,True,True,25.0,1.0,120.0,2.0,34.0,108.0
41,637,1741263665.0,True,False,1.0,1.0,30.0,2.0,212.0,58.0
679,60,1735748631.0,True,False,1.0,1.0,92.0,1.0,33.0,2.0
294,702,1743210391.0,True,True,22.0,1.0,17.0,2.0,179.0,174.0
1338,269,1742419551.0,False,False,34.0,1.0,127.0,3.0,11.0,76.0
438,600,1739572627.0,True,False,2.0,1.0,66.0,2.0,9.0,234.0
1510,794,1743229692.0,True,True,25.0,1.0,143.0,4.0,181.0,164.0
295,629,1738082629.0,True,False,2.0,1.0,141.0,3.0,42.0,151.0
1177,972,1741354012.0,False,False,52.0,1.0,39.0,4.0,21.0,230.0
1457,595,1740254997.0,True,False,4.0,1.0,26.0,2.0,17.0,240.0
1052,696,1736994995.0,False,False,41.0,1.0,6.0,0.0,122.0,12.0
27,193,1736289398.0,False,True,26.0,1.0,125.0,1.0,117.0,99.0
778,32,1739375297.0,True,True,21.0,1.0,63.0,3.0,165.0,188.0
599,795,1738568614.0,False,False,35.0,1.0,55.0,4.0,121.0,210.0
1404,138,1740598708.0,True,True,23.0,1.0,52.0,0.0,62.0,26.0
1208,300,1738179287.0,False,False,33.0,1.0,32.0,0.0,72.0,29.0
1019,841,1741029606.0,False,True,65.0,1.0,78.0,3.0,67.0,56.0
203,510,1739229161.0,True,False,1.0,1.0,23.0,3.0,87.0,59.0
511,195,1741460569.0,False,False,16.0,1.0,47.0,0.0,3.0,50.0
997,488,1737767775.0,True,True,23.0,1.0,125.0,1.0,48.0,184.0
1146,580,1739502016.0,False,False,40.0,1.0,122.0,1.0,6.0,208.0
123,501,1742760723.0,True,False,1.0,1.0,19.0,4.0,9.0,13.0
1255,522,1738204180.0,True,False,4.0,1.0,135.0,1.0,87.0,83.0
1711,652,1737340953.0,True,False,5.0,1.0,98.0,0.0,35.0,186.0
956,76,1738896840.0,True,True,22.0,1.0,8.0,0.0,83.0,193.0
840,814,1742828096.0,False,True,61.0,1.0,7.0,2.0,202.0,68.0
1677,476,1739723243.0,True,True,24.0,1.0,20.0,0.0,104.0,181.0
1930,294,1736564472.0,True,True,24.0,1.0,50.0,1.0,158.0,3.0
1297,610,1737659625.0,True,False,4.0,1.0,57.0,4.0,189.0,10.0
934,426,1738868915.0,True,False,3.0,1.0,115.0,2.0,109.0,211.0
64,109,1740467435.0,False,False,4.0,1.0,138.0,1.0,43.0,6.0
1904,198,1738680967.0,True,False,4.0,1.0,6.0,4.0,100.0,133.0
1676,998,1740491671.0,False,True,83.0,1.0,129.0,1.0,215.0,96.0
809,899,1738151757.0,True,True,24.0,1.0,43.0,2.0,235.0,84.0
787,867,1741535778.0,True,True,24.0,1.0,140.0,0.0,206.0,21.0
1491,397,1738146375.0,True,False,4.0,1.0,25.0,2.0,12.0,225.0
1911,250,1735853842.0,True,False,4.0,1.0,85.0,0.0,63.0,34.0
171,791,1742632659.0,True,False,2.0,1.0,122.0,2.0,96.0,179.0
1413,740,1741191431.0,True,False,5.0,1.0,97.0,3.0,213.0,116.0
96,426,1738990059.0,False,True,34.0,1.0,51.0,1.0,125.0,119.0
64,927,1737972308.0,False,True,49.0,1.0,102.0,1.0,95.0,233.0
1509,185,1735737730.0,True,True,23.0,1.0,134.0,3.0,94.0,113.0
1833,396,1740417156.0,True,False,4.0,1.0,64.0,0.0,88.0,127.0
1211,480,1742926511.0,True,True,23.0,1.0,2.0,1.0,56.0,70.0
1424,862,1741422703.0,False,False,54.0,1.0,107.0,3.0,233.0,22.0
1382,242,1742198751.0,True,True,23.0,1.0,35.0,1.0,139.0,168.0
1041,672,1741916534.0,False,True,60.0,1.0,84.0,4.0,229.0,250.0
842,461,1736081212.0,False,False,30.0,1.0,98.0,0.0,224.0,236.0
322,286,1743308608.0,False,False,15.0,1.0,81.0,1.0,186.0,183.0
768,238,1740756706.0,False,False,22.0,1.0,64.0,1.0,64.0,47.0
1868,180,1741920757.0,False,True,62.0,1.0,34.0,0.0,101.0,138.0
452,744,1739836650.0,True,True,23.0,1.0,50.0,3.0,75.0,43.0
1800,222,1742656159.0,False,True,62.0,1.0,80.0,3.0,183.0,79.0
337,291,1743254404.0,False,True,35.0,1.0,23.0,3.0,230.0,67.0
1087,50,1743244167.0,True,False,2.0,1.0,20.0,1.0,120.0,19.0
770,131,1738070570.0,True,True,21.0,1.0,93.0,2.0,98.0,89.0
1272,236,1742177186.0,False,False,32.0,1.0,21.0,1.0,10.0,65.0
1262,303,1742371124.0,True,True,23.0,1.0,87.0,2.0,138.0,0.0
588,609,1737600172.0,True,False,3.0,1.0,82.0,4.0,173.0,18.0
1084,276,1740762230.0,True,False,2.0,1.0,138.0,1.0,161.0,48.0
1642,550,1742396892.0,False,True,69.0,1.0,60.0,1.0,98.0,8.0
1637,768,1738625282.0,False,True,75.0,1.0,10.0,1.0,231.0,139.0
1016,837,1737506943.0,True,False,4.0,1.0,144.0,3.0,236.0,242.0
1297,460,1741010137.0,True,True,23.0,1.0,105.0,3.0,40.0,61.0
1451,458,1737264742.0,False,False,42.0,1.0,120.0,2.0,34.0,108.0
1836,765,1740878212.0,False,True,79.0,1.0,30.0,2.0,212.0,58.0
105,70,1737772209.0,True,True,20.0,1.0,92.0,1.0,33.0,2.0
1121,511,1741355300.0,False,True,57.0,1.0,17.0,2.0,179.0,174.0
1111,156,1742008041.0,False,True,46.0,1.0,127.0,3.0,11.0,76.0
1321,695,1741717385.0,True,True,24.0,1.0,66.0,2.0,9.0,234.0
1153,954,1742107811.0,True,False,5.0,1.0,143.0,4.0,181.0,164.0
823,799,1741199415.0,False,True,60.0,1.0,141.0,3.0,42.0,151.0
500,343,1741381226.0,False,False,20.0,1.0,39.0,4.0,21.0,230.0
1945,890,1742702281.0,False,False,65.0,1.0,26.0,2.0,17.0,240.0
461,962,1736817187.0,True,False,3.0,1.0,6.0,0.0,122.0,12.0
1533,900,1740939927.0,True,True,25.0,1.0,125.0,1.0,117.0,99.0
174,151,1736484870.0,True,False,0.0,1.0,63.0,3.0,165.0,188.0
191,53,1743248099.0,True,False,0.0,1.0,55.0,4.0,121.0,210.0
478,153,1740933300.0,False,False,14.0,1.0,52.0,0.0,62.0,26.0
919,874,1741091698.0,True,False,4.0,1.0,32.0,0.0,72.0,29.0
744,342,1736000500.0,True,False,2.0,1.0,78.0,3.0,67.0,56.0
832,506,1738261316.0,False,False,31.0,1.0,23.0,3.0,87.0,59.0
953,405,1742285144.0,True,True,23.0,1.0,47.0,0.0,3.0,50.0
16,64,1739367692.0,False,False,2.0,1.0,125.0,1.0,48.0,184.0
339,316,1735949681.0,True,False,1.0,1.0,122.0,1.0,6.0,208.0
784,879,1740531617.0,False,True,62.0,1.0,19.0,4.0,9.0,13.0
1706,432,1738730477.0,False,False,47.0,1.0,135.0,1.0,87.0,83.0
160,426,1741813279.0,False,True,35.0,1.0,98.0,0.0,35.0,186.0
1118,682,1736772162.0,True,True,24.0,1.0,8.0,0.0,83.0,193.0
156,806,1736425893.0,False,False,27.0,1.0,7.0,2.0,202.0,68.0
1657,334,1743300311.0,True,False,4.0,1.0,20.0,0.0,104.0,181.0
1414,719,1738145365.0,True,True,24.0,1.0,50.0,1.0,158.0,3.0
924,680,1738410518.0,True,True,23.0,1.0,57.0,4.0,189.0,10.0
1581,89,1741940123.0,True,True,23.0,1.0,115.0,2.0,109.0,211.0
1318,40,1739155292.0,True,True,22.0,1.0,138.0,1.0,43.0,6.0
709,994,1737143175.0,True,False,4.0,1.0,6.0,4.0,100.0,133.0
91,121,1737354188.0,False,True,25.0,1.0,129.0,1.0,215.0,96.0
523,567,1736778436.0,False,True,47.0,1.0,43.0,2.0,235.0,84.0
1930,874,1742267547.0,True,True,26.0,1.0,140.0,0.0,206.0,21.0
824,726,1740194680.0,True,False,3.0,1.0,25.0,2.0,12.0,225.0
718,573,1743022084.0,True,True,23.0,1.0,85.0,0.0,63.0,34.0
1949,659,1738738835.0,True,True,25.0,1.0,122.0,2.0,96.0,179.0
1556,481,1740122912.0,True,False,4.0,1.0,97.0,3.0,213.0,116.0
755,83,1739879159.0,False,False,17.0,1.0,51.0,1.0,125.0,119.0
1032,562,1743332684.0,False,True,57.0,1.0,102.0,1.0,95.0,233.0
1419,488,1737955925.0,True,True,24.0,1.0,134.0,3.0,94.0,113.0
716,598,1742636309.0,True,True,23.0,1.0,64.0,0.0,88.0,127.0
480,396,1737050098.0,False,False,21.0,1.0,2.0,1.0,56.0,70.0
1152,708,1737825421.0,True,False,4.0,1.0,107.0,3.0,233.0,22.0
405,891,1743337398.0,True,True,23.0,1.0,35.0,1.0,139.0,168.0
1565,573,1742587799.0,True,True,24.0,1.0,84.0,4.0,229.0,250.0
270,939,1739711832.0,False,True,53.0,1.0,98.0,0.0,224.0,236.0
814,442,1742435115.0,False,False,29.0,1.0,81.0,1.0,186.0,183.0
943,421,1738145625.0,True,True,23.0,1.0,64.0,1.0,64.0,47.0
1289,476,1741932393.0,False,True,60.0,1.0,34.0,0.0,101.0,138.0
1767,608,1742971218.0,False,False,53.0,1.0,50.0,3.0,75.0,43.0
914,630,1738511149.0,True,True,23.0,1.0,80.0,3.0,183.0,79.0
1259,918,1742416191.0,False,False,52.0,1.0,23.0,3.0,230.0,67.0
1086,746,1736635913.0,False,False,44.0,1.0,20.0,1.0,120.0,19.0
949,257,1739598448.0,False,True,46.0,1.0,93.0,2.0,98.0,89.0
1900,590,1736301456.0,False,False,55.0,1.0,21.0,1.0,10.0,65.0
1533,129,1736850555.0,False,False,34.0,1.0,87.0,2.0,138.0,0.0
1539,76,1741996081.0,False,True,53.0,1.0,82.0,4.0,173.0,18.0
863,582,1737562393.0,True,False,3.0,1.0,138.0,1.0,161.0,48.0
1397,965,1742885182.0,True,False,5.0,1.0,60.0,1.0,98.0,8.0
1313,336,1741343214.0,True,True,23.0,1.0,10.0,1.0,231.0,139.0
602,929,1741744970.0,False,True,59.0,1.0,144.0,3.0,236.0,242.0
723,712,1741327129.0,True,True,23.0,1.0,105.0,3.0,40.0,61.0
1191,479,1739003529.0,False,True,58.0,1.0,120.0,2.0,34.0,108.0
641,502,1742764418.0,False,True,47.0,1.0,30.0,2.0,212.0,58.0
68,710,1742419170.0,True,False,2.0,1.0,92.0,1.0,33.0,2.0
1760,672,1740344877.0,False,False,55.0,1.0,17.0,2.0,179.0,174.0
137,295,1738738143.0,True,False,1.0,1.0,127.0,3.0,11.0,76.0
745,965,1736427315.0,False,False,43.0,1.0,66.0,2.0,9.0,234.0
730,923,1742302521.0,True,False,4.0,1.0,143.0,4.0,181.0,164.0
1915,617,1738979731.0,True,True,25.0,1.0,141.0,3.0,42.0,151.0
1148,321,1735786558.0,True,True,23.0,1.0,39.0,4.0,21.0,230.0
1242,318,1737888239.0,True,True,23.0,1.0,26.0,2.0,17.0,240.0
535,784,1740170894.0,False,True,54.0,1.0,6.0,0.0,122.0,12.0
530,106,1736706537.0,True,False,1.0,1.0,125.0,1.0,117.0,99.0
561,974,1739484821.0,False,True,60.0,1.0,63.0,3.0,165.0,188.0
1995,122,1738761720.0,True,True,24.0,1.0,55.0,4.0,121.0,210.0
246,997,1741313893.0,True,False,3.0,1.0,52.0,0.0,62.0,26.0
1314,646,1741952964.0,True,False,4.0,1.0,32.0,0.0,72.0,29.0
1392,465,1741309803.0,False,True,61.0,1.0,78.0,3.0,67.0,56.0
1234,472,1737868969.0,True,False,3.0,1.0,23.0,3.0,87.0,59.0
1791,957,1740573445.0,True,False,6.0,1.0,47.0,0.0,3.0,50.0
1311,141,1738866073.0,False,True,50.0,1.0,125.0,1.0,48.0,184.0
1268,939,1742568736.0,True,False,5.0,1.0,122.0,1.0,6.0,208.0
503,974,1741026339.0,False,True,59.0,1.0,19.0,4.0,9.0,13.0
13,938,1743557540.0,True,False,2.0,1.0,135.0,1.0,87.0,83.0
675,130,1738785946.0,True,False,1.0,1.0,98.0,0.0,35.0,186.0
451,206,1736578672.0,True,False,1.0,1.0,8.0,0.0,83.0,193.0
38,815,1741330739.0,False,False,25.0,1.0,7.0,2.0,202.0,68.0
1142,491,1737631240.0,True,True,23.0,1.0,20.0,0.0,104.0,181.0
619,643,1739624834.0,True,False,3.0,1.0,50.0,1.0,158.0,3.0
1760,803,1735879721.0,True,True,25.0,1.0,57.0,4.0,189.0,10.0
814,906,1740866935.0,False,True,63.0,1.0,115.0,2.0,109.0,211.0
84,781,1743087299.0,False,False,25.0,1.0,138.0,1.0,43.0,6.0
847,48,1740379226.0,False,False,18.0,1.0,6.0,4.0,100.0,133.0
1179,575,1738421316.0,False,True,60.0,1.0,129.0,1.0,215.0,96.0
137,521,1743347523.0,False,False,18.0,1.0,43.0,2.0,235.0,84.0
1886,483,1740787540.0,False,False,52.0,1.0,140.0,0.0,206.0,21.0
51,170,1737526762.0,True,True,20.0,1.0,25.0,2.0,12.0,225.0
1389,298,1741102701.0,True,False,3.0,1.0,85.0,0.0,63.0,34.0
50,209,1736200102.0,True,True,20.0,1.0,122.0,2.0,96.0,179.0
943,797,1740999954.0,True,False,4.0,1.0,97.0,3.0,213.0,116.0
43,537,1742580799.0,True,False,1.0,1.0,51.0,1.0,125.0,119.0
1050,926,1739564358.0,False,False,48.0,1.0,102.0,1.0,95.0,233.0
1710,694,1743298296.0,False,False,55.0,1.0,134.0,3.0,94.0,113.0
1186,512,1741550861.0,False,False,39.0,1.0,64.0,0.0,88.0,127.0
1007,257,1738204754.0,True,False,2.0,1.0,2.0,1.0,56.0,70.0
1411,392,1741116015.0,False,True,59.0,1.0,107.0,3.0,233.0,22.0
597,227,1739094833.0,True,True,21.0,1.0,35.0,1.0,139.0,168.0
1632,96,1736648548.0,False,False,35.0,1.0,84.0,4.0,229.0,250.0
1662,91,1736842334.0,True,False,3.0,1.0,98.0,0.0,224.0,236.0
1907,71,1736050196.0,False,True,60.0,1.0,81.0,1.0,186.0,183.0
351,808,1735981957.0,True,True,23.0,1.0,64.0,1.0,64.0,47.0
36,509,1738222995.0,False,True,35.0,1.0,34.0,0.0,101.0,138.0
1858,51,1739802234.0,True,False,3.0,1.0,50.0,3.0,75.0,43.0
1320,21,1736643889.0,False,False,27.0,1.0,80.0,3.0,183.0,79.0
655,842,1736485105.0,True,False,3.0,1.0,23.0,3.0,230.0,67.0
740,755,1737639445.0,True,True,23.0,1.0,20.0,1.0,120.0,19.0
177,850,1743112670.0,True,True,22.0,1.0,93.0,2.0,98.0,89.0
619,652,1740179067.0,True,False,3.0,1.0,21.0,1.0,10.0,65.0
277,124,1736807832.0,False,True,29.0,1.0,87.0,2.0,138.0,0.0
1782,227,1738929997.0,False,False,42.0,1.0,82.0,4.0,173.0,18.0
830,658,1739475239.0,False,False,36.0,1.0,138.0,1.0,161.0,48.0
464,115,1738782070.0,True,True,21.0,1.0,60.0,1.0,98.0,8.0
915,700,1741294246.0,False,False,39.0,1.0,10.0,1.0,231.0,139.0
1718,537,1741903711.0,True,True,25.0,1.0,144.0,3.0,236.0,242.0
1434,481,1741512331.0,False,True,63.0,1.0,105.0,3.0,40.0,61.0
931,763,1740201263.0,True,False,4.0,1.0,120.0,2.0,34.0,108.0
990,855,1739185690.0,False,False,45.0,1.0,30.0,2.0,212.0,58.0
1509,902,1740596767.0,True,True,25.0,1.0,92.0,1.0,33.0,2.0
711,396,1741896403.0,True,False,2.0,1.0,17.0,2.0,179.0,174.0
643,235,1741764955.0,False,True,39.0,1.0,127.0,3.0,11.0,76.0
1591,490,1736966032.0,False,False,46.0,1.0,66.0,2.0,9.0,234.0
1609,763,1743097189.0,False,True,75.0,1.0,143.0,4.0,181.0,164.0
139,417,1739150103.0,True,True,21.0,1.0,141.0,3.0,42.0,151.0
1029,466,1741163683.0,True,False,3.0,1.0,39.0,4.0,21.0,230.0
1855,662,1736500453.0,True,False,5.0,1.0,26.0,2.0,17.0,240.0
1396,907,1742663324.0,False,True,75.0,1.0,6.0,0.0,122.0,12.0
1738,720,1739774740.0,True,True,25.0,1.0,125.0,1.0,117.0,99.0
828,633,1740834265.0,False,True,55.0,1.0,63.0,3.0,165.0,188.0
702,648,1739093324.0,True,True,23.0,1.0,55.0,4.0,121.0,210.0
1325,30,1743547148.0,False,False,27.0,1.0,52.0,0.0,62.0,26.0
1404,668,1738016430.0,True,False,4.0,1.0,32.0,0.0,72.0,29.0
803,610,1735944244.0,True,False,3.0,1.0,78.0,3.0,67.0,56.0
38,824,1741460293.0,False,True,45.0,1.0,23.0,3.0,87.0,59.0
158,927,1738778030.0,True,False,3.0,1.0,47.0,0.0,3.0,50.0
1812,212,1737492390.0,True,True,24.0,1.0,125.0,1.0,48.0,184.0
1329,426,1739389166.0,False,True,59.0,1.0,122.0,1.0,6.0,208.0
20,425,1739400179.0,True,False,1.0,1.0,19.0,4.0,9.0,13.0
1545,457,1737650456.0,False,False,44.0,1.0,135.0,1.0,87.0,83.0
685,521,1742845836.0,False,True,49.0,1.0,98.0,0.0,35.0,186.0
1146,94,1738712231.0,True,True,22.0,1.0,8.0,0.0,83.0,193.0
196,176,1736503246.0,True,False,0.0,1.0,7.0,2.0,202.0,68.0
816,393,1741421702.0,True,True,22.0,1.0,20.0,0.0,104.0,181.0
753,477,1738751228.0,False,False,29.0,1.0,50.0,1.0,158.0,3.0
1260,81,1740237110.0,True,False,2.0,1.0,57.0,4.0,189.0,10.0
1343,819,1743233776.0,False,True,71.0,1.0,115.0,2.0,109.0,211.0
107,530,1741078999.0,True,True,21.0,1.0,138.0,1.0,43.0,6.0
64,802,1738678574.0,True,True,22.0,1.0,6.0,4.0,100.0,133.0
632,482,1736177730.0,False,True,47.0,1.0,129.0,1.0,215.0,96.0
673,267,1739009637.0,True,True,22.0,1.0,43.0,2.0,235.0,84.0
767,284,1737984061.0,True,False,2.0,1.0,140.0,0.0,206.0,21.0
